,parentesco1,hhsize,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,SQBescolari,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,Target,JM_Sum_of_Tablets,Total Sum Years of Schooling,JM_People_Educ_LT5,JM_People_Educ_LT10,JM_People_Educ_LT15,JM_People_Educ_LT20,JM_People_Educ_LT25,JM_1YrBehindSchool,JM_2YrBehindSchool,JM_3YrBehindSchool,JM_4YrBehindSchool,JM_5YrBehindSchool,JM_Sum_of_Disabled,JM_Sum_Of_Males,JM_Sum_Of_Females,JM_estadocivil1,JM_estadocivil2,JM_estadocivil3,JM_estadocivil4,JM_estadocivil5,JM_estadocivil6,JM_estadocivil7,JM_parentesco1,JM_parentesco2,JM_parentesco3,JM_parentesco4,JM_parentesco5,JM_parentesco6,JM_parentesco7,JM_parentesco8,JM_parentesco9,JM_parentesco10,JM_parentesco11,JM_parentesco12,JM_instlevel1,JM_instlevel2,JM_instlevel3,JM_instlevel4,JM_instlevel5,JM_instlevel6,JM_instlevel7,JM_instlevel8,JM_instlevel9,JM_mobilephone,Target_new
10,1,3,100000.0,1,1,1,0,1,0.0,0,2,2,0,1,1,0,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,3,0,6,0,10.333333,1,3.0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,0,36,9,36,0,9.0,0.0,106.77776999999999,4,0,31,0,1,3,3,3,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,1
11,1,1,0.0,0,5,0,1,1,0.0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,15,0,15.0,2,0.5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,225,1,225,0,0.25,0.0,225.0,4,0,15,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
12,1,3,120000.0,0,4,0,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,1,3,0.5,6,0,6.666666499999999,2,1.5,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,0,36,9,36,0,2.25,0.25,44.444443,4,3,20,0,3,3,3,3,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,1
13,1,2,100000.0,0,5,0,1,1,0.0,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,2,0,8,0,9.5,2,1.0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,64,4,64,0,1.0,0.0,90.25,4,0,19,0,1,2,2,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1
14,1,5,0.0,0,5,0,1,1,0.0,0,4,4,0,1,1,0,5,5,5,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,4,0,5,0.25,11,0,5.25,3,1.6666666,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,121,25,121,1,2.7777777,0.0625,27.5625,4,0,21,3,4,5,5,5,0,0,0,0,0,0,4,1,0,2,0,0,0,0,3,1,1,1,2,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,5,1
15,1,3,80000.0,0,4,0,1,1,0.0,0,2,2,0,1,1,0,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2,0,3,0.5,8,0,7.0,2,1.5,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,64,9,64,1,2.25,0.25,49.0,4,0,22,0,3,3,3,3,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,1
16,1,2,90000.0,0,5,0,1,1,0.0,0,1,1,0,1,1,0,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,2,0,0,9,11.0,2,1.0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,81,4,0,0,1.0,0.0,121.0,4,2,22,0,1,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1
17,1,3,0.0,0,8,0,1,1,0.0,0,2,2,0,1,1,0,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,1,3,2,0,15,15.5,3,1.0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,225,9,0,1,1.0,4.0,240.25,4,3,39,0,1,1,3,3,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,1
18,1,2,0.0,0,4,0,1,1,0.0,0,1,1,0,1,1,0,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,2,2,8,17,0,10.0,2,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,289,4,289,0,1.0,64.0,100.0,4,0,20,1,1,1,2,2,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1
19,1,3,0.0,0,5,0,1,1,0.0,0,1,1,1,1,2,1,2,3,3,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,0,3,0.5,11,0,13.5,2,1.5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,121,9,121,1,2.25,0.25,182.25,4,3,29,1,1,2,3,3,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,1
20,1,4,120000.0,0,5,0,1,1,0.0,0,1,1,1,2,3,1,3,4,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,2,0,4,1,11,0,11.0,2,2.0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,121,16,121,4,4.0,1.0,121.0,2,0,32,1,2,4,4,4,0,0,0,0,0,0,1,3,1,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,4,0
21,1,4,168000.0,0,5,0,1,1,0.0,1,1,2,0,2,2,1,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,2,0,4,1,0,7,9.0,3,1.3333334,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,49,16,0,4,1.7777778999999998,1.0,81.0,4,0,26,1,3,4,4,4,1,0,0,0,0,0,2,2,0,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,4,1
22,1,1,40000.0,0,1,0,0,0,0.0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,8,7,0,7.0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,49,1,49,0,1.0,64.0,49.0,2,0,7,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,1,2,155000.0,0,3,0,1,1,0.0,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,2,0,0,14,10.0,1,2.0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,196,4,0,0,4.0,0.0,100.0,4,0,20,0,1,2,2,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1
24,1,3,0.0,0,6,0,1,1,0.0,0,2,2,0,1,1,0,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,1,3,0.5,0,14,13.0,3,1.0,1,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,196,9,0,0,1.0,0.25,169.0,4,3,39,0,0,3,3,3,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,1
25,1,1,0.0,0,6,0,1,1,0.0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,8,0,9,9.0,3,0.33333334,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,81,1,0,0,0.11111112,64.0,81.0,2,0,9,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
26,1,5,200000.0,0,3,0,1,1,0.0,1,1,2,1,2,3,2,3,5,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,3,0,5,0.66666669,9,0,9.0,2,2.5,0,0,1,0,0,0,0,5,1,0,0,0,0,0,1,0,81,25,81,4,6.25,0.44444448,81.0,4,0,32,1,5,5,5,5,0,0,0,0,0,0,2,3,1,2,0,0,0,0,2,1,1,2,0,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,5,1
27,1,4,0.0,0,6,0,1,1,0.0,1,1,2,0,2,2,1,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,1,4,1,15,0,14.0,2,2.0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,225,16,225,1,4.0,1.0,196.0,4,0,42,1,1,2,4,4,0,0,0,0,0,0,2,2,1,0,2,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,4,1
28,1,3,350000.0,0,6,0,1,1,3.0,0,1,1,0,2,2,0,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,3,0.5,16,0,16.5,3,1.0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,1,0,256,9,256,1,1.0,0.25,272.25,4,3,43,0,0,1,3,3,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,1
29,1,3,270000.0,0,6,0,1,1,0.0,1,1,2,0,1,1,1,2,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,3,0.5,0,14,14.0,3,1.0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,1,0,196,9,0,1,1.0,0.25,196.0,4,0,29,1,1,3,3,3,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,1
30,1,3,300000.0,0,7,0,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,3,0,0,13,14.333332999999998,4,0.75,0,0,1,0,0,1,1,3,1,0,0,0,0,0,1,0,169,9,0,0,0.5625,0.0,205.44444,4,3,43,0,0,1,3,3,0,0,0,0,0,0,1,2,0,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1
31,1,3,250000.0,0,5,0,1,1,0.0,0,2,2,0,1,1,0,3,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,2,3,2,6,0,9.333333,3,1.0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,36,9,36,0,1.0,4.0,87.11110699999999,4,0,28,0,1,3,3,3,0,0,0,0,0,1,2,1,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,1
32,1,2,0.0,0,4,0,1,1,0.0,0,1,1,0,1,1,0,2,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,2,1,0,0,6.5,2,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4,0,0,1.0,1.0,42.25,4,0,13,1,1,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1
33,1,4,0.0,0,4,0,1,1,0.0,0,3,3,0,1,1,0,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,2,0,4,1,0,15,12.0,3,1.3333334,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,225,16,0,4,1.7777778999999998,1.0,144.0,4,0,41,0,3,3,4,4,1,0,0,0,0,0,3,1,0,2,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4,1
34,1,1,0.0,0,4,0,1,1,0.0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,8,0,11,11.0,2,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,121,1,0,0,0.25,64.0,121.0,4,0,11,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
35,1,5,130000.0,0,4,0,1,1,0.0,1,2,3,0,2,2,1,4,5,5,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,3,0,5,0.66666669,0,4,6.0,2,2.5,0,0,1,0,0,0,1,4,1,0,0,0,0,0,1,0,16,25,0,4,6.25,0.44444448,36.0,4,0,24,2,5,5,5,5,0,0,0,0,0,0,3,2,1,2,0,0,0,0,2,1,0,1,0,1,2,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,5,1
36,1,3,100000.0,0,3,0,1,1,0.0,0,1,1,0,2,2,0,3,3,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,3,2,0,8,8.0,1,3.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,64,9,0,4,9.0,4.0,64.0,4,0,24,0,3,3,3,3,2,0,0,0,0,0,1,2,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1
